G,Date,Team,H/A,Opp,W/L,TM,OP,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,ODRB%,OFT/FGA,W/L_Ratio,Opp_W/L_ratio,TeamsOdds,OppOdds
1,2011-12-26,POR,H,PHI,W,107,103,107.0,103.0,100.0,0.237,0.196,0.499,51.5,60.0,11.0,9.4,0.459,10.1,30.9,0.186,0.53,18.0,78.6,0.181,1.0,0.0,1.5,2.67
1,2011-12-26,IND,H,DET,W,91,79,104.4,90.7,87.1,0.287,0.172,0.464,57.0,62.5,10.3,16.1,0.408,9.3,36.7,0.23,0.407,16.0,79.5,0.24,1.0,0.0,1.25,4.06
1,2011-12-26,PHI,A,POR,L,103,107,103.0,107.0,100.0,0.229,0.229,0.564,48.5,52.5,6.0,9.0,0.53,18.0,21.4,0.181,0.459,10.1,69.1,0.186,0.0,1.0,2.67,1.5
1,2011-12-26,DEN,A,DAL,W,115,93,116.4,94.1,98.8,0.43,0.342,0.612,56.0,46.2,15.2,6.1,0.557,13.8,23.8,0.342,0.474,17.8,88.1,0.276,1.0,0.0,2.64,1.51
1,2011-12-26,CLE,H,TOR,L,96,104,113.1,122.5,84.9,0.329,0.235,0.493,45.1,60.0,8.2,1.7,0.447,6.7,30.6,0.235,0.589,12.4,66.7,0.139,0.0,1.0,1.74,2.13
2,2011-12-26,LAL,A,SAC,L,91,100,103.0,113.2,88.3,0.216,0.182,0.472,52.9,56.8,6.8,10.5,0.426,10.2,34.8,0.182,0.527,10.8,74.4,0.28,0.0,1.0,1.65,2.31
2,2011-12-26,DAL,H,DEN,L,93,115,94.1,116.4,98.8,0.355,0.355,0.529,44.0,59.4,11.1,5.8,0.474,17.8,11.9,0.276,0.557,13.8,76.2,0.342,0.0,1.0,1.51,2.64
1,2011-12-26,TOR,A,CLE,W,104,96,122.5,113.1,84.9,0.165,0.266,0.614,54.9,83.3,4.7,13.8,0.589,12.4,33.3,0.139,0.447,6.7,69.4,0.235,1.0,0.0,2.13,1.74
1,2011-12-26,PHO,H,NOH,L,84,85,94.9,96.0,88.5,0.235,0.309,0.47,48.9,71.9,10.2,4.8,0.426,13.5,25.5,0.185,0.456,12.8,73.3,0.165,0.0,1.0,1.38,3.18
2,2011-12-27,MIL,H,MIN,W,98,95,101.1,98.0,97.0,0.213,0.17,0.477,45.5,60.0,13.4,8.9,0.436,10.5,29.6,0.17,0.443,21.8,64.4,0.471,1.0,0.0,1.43,2.9
3,2011-12-27,LAL,H,UTA,W,96,71,114.9,85.0,83.5,0.521,0.225,0.55,50.0,56.7,9.6,11.7,0.465,9.3,28.2,0.423,0.328,9.3,66.0,0.133,0.5,0.0,1.41,2.95
2,2011-12-27,MIN,A,MIL,L,95,98,98.0,101.1,97.0,0.643,0.2,0.529,54.5,50.0,6.2,0.0,0.443,21.8,35.6,0.471,0.436,10.5,70.4,0.17,0.0,1.0,2.9,1.43
1,2011-12-27,UTA,A,LAL,L,71,96,85.0,114.9,83.5,0.189,0.144,0.364,50.0,69.0,7.2,10.9,0.328,9.3,34.0,0.133,0.465,9.3,71.8,0.423,0.0,0.5,2.95,1.41
2,2011-12-27,POR,H,SAC,W,101,79,112.4,87.9,89.8,0.329,0.212,0.519,51.2,65.8,6.7,12.1,0.465,9.3,34.9,0.259,0.396,16.4,67.4,0.171,2.0,1.0,1.23,4.34
2,2011-12-27,SAC,A,POR,L,79,101,87.9,112.4,89.8,0.268,0.195,0.431,48.8,35.5,1.1,6.0,0.396,16.4,32.6,0.171,0.465,9.3,65.1,0.259,1.0,2.0,4.34,1.23
2,2011-12-27,MIA,H,BOS,W,115,107,112.4,104.6,102.3,0.467,0.133,0.636,57.6,52.4,15.6,15.1,0.6,18.1,20.0,0.333,0.597,22.2,88.9,0.292,2.0,0.0,1.17,5.23
2,2011-12-27,NJN,H,ATL,L,70,106,80.0,121.2,87.5,0.366,0.338,0.425,41.4,40.9,5.7,7.9,0.345,17.9,20.9,0.296,0.512,11.2,61.4,0.209,1.0,1.0,2.55,1.54
2,2011-12-27,BOS,A,MIA,L,107,115,104.6,112.4,102.3,0.375,0.264,0.638,42.4,54.1,8.8,4.6,0.597,22.2,11.1,0.292,0.6,18.1,80.0,0.333,0.0,2.0,5.23,1.17
1,2011-12-27,ATL,A,NJN,W,106,70,121.2,80.0,87.5,0.244,0.267,0.556,58.6,60.5,12.6,8.5,0.512,11.2,38.6,0.209,0.345,17.9,79.1,0.296,1.0,1.0,1.54,2.55
3,2011-12-28,OKC,A,MEM,W,98,95,110.6,107.2,88.6,0.494,0.325,0.523,45.6,55.2,4.5,11.3,0.442,9.6,28.6,0.39,0.402,10.6,60.4,0.287,3.0,0.0,1.85,1.96
2,2011-12-28,PHO,H,PHI,L,83,103,92.3,114.6,89.9,0.225,0.138,0.472,44.8,45.5,3.3,4.3,0.425,12.0,18.2,0.188,0.517,9.6,72.1,0.163,0.0,1.0,2.04,1.8
2,2011-12-28,DEN,H,UTA,W,117,100,114.2,97.6,102.4,0.302,0.221,0.6,53.6,63.0,16.6,4.8,0.57,15.6,27.9,0.221,0.525,19.6,80.5,0.215,2.0,0.0,1.08,8.65
2,2011-12-28,TOR,H,IND,L,85,90,93.5,99.0,90.9,0.165,0.19,0.502,48.8,58.3,14.3,7.7,0.494,18.3,25.6,0.089,0.438,15.0,70.7,0.235,1.0,2.0,2.51,1.56
2,2011-12-28,CHA,H,MIA,L,95,96,102.1,103.2,93.1,0.195,0.22,0.533,63.9,56.4,5.4,12.5,0.518,19.1,37.5,0.122,0.468,10.0,88.4,0.295,1.0,3.0,6.91,1.12
2,2011-12-28,PHI,A,PHO,W,103,83,114.6,92.3,89.9,0.209,0.198,0.548,55.2,53.7,12.2,2.9,0.517,9.6,27.9,0.163,0.425,12.0,81.8,0.188,1.0,0.0,1.8,2.04
2,2011-12-28,MEM,H,OKC,L,95,98,107.2,110.6,88.6,0.379,0.184,0.468,54.4,38.2,5.6,11.5,0.402,10.6,39.6,0.287,0.442,9.6,71.4,0.39,0.0,3.0,1.96,1.85
2,2011-12-28,WAS,A,ATL,L,83,101,90.4,110.0,91.8,0.286,0.208,0.479,41.6,53.3,10.9,5.8,0.429,15.6,15.0,0.221,0.487,13.4,70.3,0.373,0.0,2.0,4.5,1.22
2,2011-12-28,CLE,A,DET,W,105,89,120.2,101.8,87.4,0.314,0.171,0.659,60.6,70.0,10.3,5.0,0.621,20.9,42.9,0.257,0.5,15.7,73.7,0.099,1.0,0.0,2.91,1.43
3,2011-12-28,MIA,A,CHA,W,96,95,103.2,102.1,93.1,0.359,0.077,0.531,36.1,52.8,7.5,15.6,0.468,10.0,11.6,0.295,0.518,19.1,62.5,0.122,3.0,1.0,1.12,6.91
2,2011-12-28,LAC,A,SAS,L,90,115,100.0,127.8,90.0,0.446,0.27,0.508,41.1,58.6,8.9,8.2,0.439,11.9,21.7,0.338,0.625,14.8,74.1,0.188,1.0,2.0,2.68,1.5
2,2011-12-28,DET,H,CLE,L,89,105,101.8,120.2,87.4,0.136,0.259,0.518,39.4,44.4,12.6,1.7,0.5,15.7,26.3,0.099,0.621,20.9,57.1,0.257,0.0,1.0,1.43,2.91
2,2011-12-28,UTA,A,DEN,L,100,117,97.6,114.2,102.4,0.316,0.203,0.556,46.4,65.8,9.8,4.5,0.525,19.6,19.5,0.215,0.57,15.6,72.1,0.221,0.0,2.0,8.65,1.08
3,2011-12-28,GSW,H,NYK,W,92,78,103.3,87.6,89.0,0.312,0.208,0.525,60.3,57.1,13.5,8.2,0.494,13.8,28.9,0.208,0.429,15.6,90.0,0.257,2.0,1.0,3.08,1.4
2,2011-12-28,SAS,H,LAC,W,115,90,127.8,100.0,90.0,0.188,0.238,0.664,58.9,60.0,3.3,1.9,0.625,14.8,25.9,0.188,0.439,11.9,78.3,0.338,2.0,1.0,1.5,2.68
2,2011-12-28,NOH,H,BOS,W,97,78,116.9,94.0,83.0,0.316,0.152,0.539,56.5,44.4,8.4,19.7,0.481,9.1,33.3,0.266,0.417,12.3,73.5,0.167,2.0,0.0,2.57,1.54
2,2011-12-28,IND,A,TOR,W,90,85,99.0,93.5,90.9,0.272,0.198,0.496,51.3,62.5,11.0,3.1,0.438,15.0,29.3,0.235,0.494,18.3,74.4,0.089,2.0,1.0,1.56,2.51
2,2011-12-28,NYK,A,GSW,L,78,92,87.6,103.3,89.0,0.357,0.3,0.481,39.7,53.6,7.9,0.0,0.429,15.6,10.0,0.257,0.494,13.8,71.1,0.208,1.0,2.0,1.4,3.08
2,2011-12-28,ATL,H,WAS,W,101,83,110.0,90.4,91.8,0.467,0.307,0.559,58.4,65.6,6.5,8.2,0.487,13.4,29.7,0.373,0.429,15.6,85.0,0.221,2.0,0.0,1.22,4.5
3,2011-12-28,BOS,A,NOH,L,78,97,94.0,116.9,83.0,0.231,0.218,0.454,43.5,55.2,4.8,17.9,0.417,12.3,26.5,0.167,0.481,9.1,66.7,0.266,0.0,2.0,1.54,2.57
4,2011-12-29,LAL,H,NYK,W,99,82,114.4,94.7,86.6,0.301,0.219,0.599,55.6,60.5,6.9,15.6,0.582,14.5,20.7,0.192,0.358,12.4,79.1,0.507,1.0,0.5,1.55,2.54
3,2011-12-29,POR,H,DEN,W,111,102,106.5,97.9,104.2,0.291,0.253,0.623,62.5,48.8,2.9,13.4,0.57,21.9,20.6,0.266,0.425,6.5,93.5,0.322,3.0,2.0,1.43,2.89
3,2011-12-29,NYK,A,LAL,L,82,99,94.7,114.4,86.6,0.612,0.328,0.482,44.4,71.4,12.7,10.5,0.358,12.4,20.9,0.507,0.582,14.5,79.3,0.192,0.5,1.0,2.54,1.55
3,2011-12-29,SAS,A,HOU,L,85,105,97.9,121.0,86.8,0.215,0.183,0.417,50.0,34.3,4.6,11.9,0.387,10.5,40.0,0.14,0.559,10.8,64.9,0.118,2.0,1.0,1.66,2.27
3,2011-12-29,DEN,A,POR,L,102,111,97.9,106.5,104.2,0.379,0.23,0.502,37.5,48.6,15.4,3.4,0.425,6.5,6.5,0.322,0.57,21.9,79.4,0.266,2.0,3.0,2.89,1.43
4,2011-12-29,OKC,H,DAL,W,104,102,109.6,107.5,94.9,0.508,0.222,0.675,50.0,51.4,8.4,12.5,0.635,25.2,20.0,0.381,0.472,10.8,69.6,0.189,4.0,0.0,1.44,2.87
2,2011-12-29,HOU,H,SAS,W,105,85,121.0,97.9,86.8,0.153,0.306,0.579,50.0,48.8,8.1,10.5,0.559,10.8,35.1,0.118,0.387,10.5,60.0,0.14,1.0,2.0,2.27,1.66
3,2011-12-29,ORL,H,NJN,W,94,78,103.4,85.8,90.9,0.309,0.259,0.511,52.3,69.4,8.8,6.7,0.5,12.4,25.0,0.16,0.416,14.8,79.5,0.182,2.0,0.5,1.1,7.42
3,2011-12-29,DAL,A,OKC,L,102,104,107.5,109.6,94.9,0.233,0.289,0.514,50.0,65.8,14.8,2.0,0.472,10.8,30.4,0.189,0.635,25.2,80.0,0.381,0.0,4.0,2.87,1.44
3,2011-12-29,CHI,A,SAC,W,108,98,114.3,103.7,94.5,0.263,0.15,0.605,49.4,58.1,6.4,7.6,0.575,16.8,25.0,0.2,0.47,12.5,64.7,0.241,2.0,0.5,1.27,3.9
3,2011-12-29,SAC,H,CHI,L,98,108,103.7,114.3,94.5,0.41,0.205,0.5,50.6,37.1,8.5,2.9,0.47,12.5,35.3,0.241,0.575,16.8,75.0,0.2,0.5,2.0,3.9,1.27
3,2011-12-29,NJN,A,ORL,L,78,94,85.8,103.4,90.9,0.273,0.221,0.452,47.7,58.6,5.5,8.3,0.416,14.8,20.5,0.182,0.5,12.4,75.0,0.16,0.5,2.0,7.42,1.1
4,2011-12-30,CHI,A,LAC,W,114,101,129.5,114.7,88.0,0.436,0.218,0.613,59.2,74.4,4.5,3.1,0.545,11.4,40.5,0.372,0.556,11.0,76.9,0.15,3.0,0.5,1.8,2.03
4,2011-12-30,ORL,A,CHA,W,100,79,113.7,89.8,88.0,0.286,0.333,0.529,54.4,62.2,3.4,10.3,0.512,10.4,32.6,0.167,0.392,11.7,74.5,0.169,3.0,0.5,1.55,2.53
3,2011-12-30,UTA,H,PHI,W,102,99,109.7,106.4,93.0,0.418,0.203,0.545,50.6,48.6,8.6,14.1,0.481,10.5,21.4,0.329,0.506,11.8,82.1,0.273,0.5,0.5,2.63,1.52
4,2011-12-30,MIA,A,MIN,W,103,101,99.4,97.5,103.6,0.151,0.151,0.519,46.2,63.0,13.5,11.1,0.511,13.1,19.6,0.086,0.536,21.4,73.3,0.145,4.0,0.0,1.24,4.23
3,2011-12-30,LAC,H,CHI,L,101,114,114.7,129.5,88.0,0.25,0.188,0.569,40.8,63.4,6.8,4.9,0.556,11.0,23.1,0.15,0.545,11.4,59.5,0.372,0.5,3.0,2.03,1.8
3,2011-12-30,WAS,A,MIL,L,81,102,85.9,108.1,94.3,0.224,0.212,0.434,41.2,63.3,9.5,9.4,0.394,13.0,18.4,0.165,0.589,19.2,72.2,0.219,0.0,2.0,4.63,1.21
3,2011-12-30,NOH,H,PHO,L,78,93,90.2,107.6,86.4,0.311,0.156,0.381,54.8,53.8,4.6,9.1,0.306,11.3,39.3,0.256,0.468,10.2,76.7,0.256,2.0,0.5,1.74,2.13
3,2011-12-30,MEM,H,HOU,W,113,93,113.2,93.2,99.8,0.413,0.063,0.598,56.0,51.1,10.0,14.0,0.563,14.5,20.6,0.288,0.5,17.9,85.4,0.177,0.5,0.5,1.37,3.23
3,2011-12-30,MIL,H,WAS,W,102,81,108.1,85.9,94.3,0.342,0.274,0.607,58.8,66.7,5.3,10.4,0.589,19.2,27.8,0.219,0.394,13.0,81.6,0.165,2.0,0.0,1.21,4.63
3,2011-12-30,MIN,H,MIA,L,101,103,97.5,99.4,103.6,0.241,0.349,0.55,53.8,53.8,10.6,5.1,0.536,21.4,26.7,0.145,0.511,13.1,80.4,0.086,0.0,4.0,4.23,1.24
3,2011-12-30,TOR,A,DAL,L,86,99,95.3,109.7,90.2,0.25,0.194,0.538,48.7,60.6,8.9,2.1,0.5,17.5,13.2,0.194,0.493,10.1,82.5,0.389,0.5,0.3333333333333333,4.57,1.21
3,2011-12-30,CHA,H,ORL,L,79,100,89.8,113.7,88.0,0.217,0.181,0.434,45.6,63.3,6.8,5.4,0.392,11.7,25.5,0.169,0.512,10.4,67.4,0.167,0.5,3.0,2.53,1.55
3,2011-12-30,PHO,A,NOH,W,93,78,107.6,90.2,86.4,0.282,0.295,0.53,45.2,66.7,3.5,13.2,0.468,10.2,23.3,0.256,0.306,11.3,60.7,0.256,0.5,2.0,2.13,1.74
4,2011-12-30,DAL,H,TOR,W,99,86,109.7,95.3,90.2,0.528,0.347,0.558,51.3,65.6,12.2,6.9,0.493,10.1,17.5,0.389,0.5,17.5,86.8,0.194,0.3333333333333333,0.5,1.21,4.57
3,2011-12-30,CLE,A,IND,L,91,98,85.6,92.2,96.3,0.352,0.284,0.448,45.0,38.2,6.6,10.7,0.415,15.0,17.3,0.205,0.394,12.9,70.2,0.255,0.5,3.0,5.22,1.17
4,2011-12-30,NJN,A,ATL,L,98,105,115.2,123.4,85.1,0.171,0.244,0.556,51.3,52.6,8.2,3.2,0.518,12.9,39.5,0.159,0.506,11.4,62.5,0.351,0.3333333333333333,3.0,7.63,1.1
3,2011-12-30,PHI,A,UTA,L,99,102,106.4,109.7,93.0,0.377,0.169,0.551,49.4,51.4,7.5,4.8,0.506,11.8,17.9,0.273,0.481,10.5,78.6,0.329,0.5,0.5,1.52,2.63
3,2011-12-30,HOU,A,MEM,L,93,113,93.2,113.2,99.8,0.228,0.367,0.535,44.0,55.9,9.0,5.3,0.5,17.9,14.6,0.177,0.563,14.5,79.4,0.288,0.5,0.5,3.23,1.37
4,2011-12-30,BOS,H,DET,W,96,85,122.4,108.4,78.4,0.284,0.239,0.637,46.2,71.4,5.1,9.5,0.575,11.7,17.9,0.284,0.449,9.5,67.6,0.177,0.3333333333333333,0.0,1.14,5.84
3,2011-12-30,IND,H,CLE,W,98,91,92.2,85.6,96.3,0.34,0.106,0.453,55.0,41.7,8.5,15.9,0.394,12.9,29.8,0.255,0.415,15.0,82.7,0.205,3.0,0.5,1.17,5.22
3,2011-12-30,ATL,H,NJN,W,105,98,123.4,115.2,85.1,0.494,0.195,0.56,48.7,59.5,8.2,9.7,0.506,11.4,37.5,0.351,0.518,12.9,60.5,0.159,3.0,0.3333333333333333,1.1,7.63
3,2011-12-30,DET,A,BOS,L,85,96,108.4,122.4,78.4,0.19,0.203,0.496,53.8,52.9,3.8,0.0,0.449,9.5,32.4,0.177,0.575,11.7,82.1,0.284,0.0,0.3333333333333333,5.84,1.14
4,2011-12-31,PHO,A,OKC,L,97,107,102.1,112.6,95.0,0.261,0.295,0.494,45.1,54.3,9.5,12.7,0.443,10.9,26.0,0.216,0.591,19.8,75.0,0.208,0.3333333333333333,5.0,7.28,1.11
4,2011-12-31,DET,H,IND,W,96,88,103.6,95.0,92.7,0.159,0.183,0.547,57.6,64.1,4.3,3.3,0.524,17.0,25.0,0.122,0.428,11.1,86.7,0.303,0.3333333333333333,3.0,2.2,1.71
4,2011-12-31,DEN,A,LAL,L,89,92,94.6,97.8,94.0,0.275,0.325,0.496,41.9,64.7,11.7,8.1,0.469,13.5,18.2,0.175,0.465,17.0,66.7,0.14,1.0,1.5,2.84,1.44
4,2011-12-31,NYK,A,SAC,W,114,92,127.1,102.6,89.7,0.303,0.315,0.565,45.7,65.0,7.8,9.4,0.506,10.6,37.0,0.27,0.384,10.3,54.2,0.302,1.0,0.3333333333333333,1.88,1.95
4,2011-12-31,PHI,A,GSW,W,107,79,116.6,86.1,91.8,0.392,0.253,0.578,50.0,74.4,13.1,8.3,0.563,11.5,23.8,0.228,0.404,12.9,70.4,0.079,1.0,1.0,1.77,2.11
4,2011-12-31,UTA,A,SAS,L,89,104,93.5,109.3,95.2,0.281,0.18,0.445,48.9,33.3,13.7,15.5,0.382,6.5,25.5,0.236,0.554,17.8,85.7,0.297,0.3333333333333333,3.0,10.64,1.06
4,2011-12-31,SAS,H,UTA,W,104,89,109.3,93.5,95.2,0.419,0.216,0.593,51.1,72.2,4.2,6.8,0.554,17.8,14.3,0.297,0.382,6.5,74.5,0.236,3.0,0.3333333333333333,1.06,10.64
5,2011-12-31,OKC,H,PHO,W,107,97,112.6,102.1,95.0,0.234,0.286,0.63,54.9,61.0,9.5,9.7,0.591,19.8,25.0,0.208,0.443,10.9,74.0,0.216,5.0,0.3333333333333333,1.11,7.28
5,2011-12-31,LAL,H,DEN,W,92,89,97.8,94.6,94.0,0.174,0.279,0.497,58.1,61.5,6.4,7.4,0.465,17.0,33.3,0.14,0.469,13.5,81.8,0.175,1.5,1.0,1.44,2.84
4,2011-12-31,GSW,H,PHI,L,79,107,86.1,116.6,91.8,0.135,0.191,0.419,50.0,58.8,7.6,3.4,0.404,12.9,29.6,0.079,0.563,11.5,76.2,0.228,1.0,1.0,2.11,1.77
4,2011-12-31,IND,A,DET,L,88,96,95.0,103.6,92.7,0.368,0.197,0.498,42.4,56.7,15.1,7.5,0.428,11.1,13.3,0.303,0.524,17.0,75.0,0.122,3.0,0.3333333333333333,1.71,2.2
4,2011-12-31,HOU,H,ATL,W,95,84,106.2,93.9,89.4,0.159,0.232,0.541,52.9,68.4,7.8,9.4,0.518,12.0,24.4,0.122,0.463,12.1,85.0,0.125,1.0,3.0,1.85,1.97
4,2011-12-31,ATL,A,HOU,L,84,95,93.9,106.2,89.4,0.2,0.2,0.483,47.1,45.7,4.5,9.5,0.463,12.1,15.0,0.125,0.518,12.0,75.6,0.122,3.0,1.0,1.97,1.85
4,2011-12-31,SAC,H,NYK,L,92,114,102.6,127.1,89.7,0.477,0.256,0.442,54.3,50.0,7.8,3.3,0.384,10.3,45.8,0.302,0.506,10.6,63.0,0.27,0.3333333333333333,1.0,1.95,1.88
5,2012-01-01,DEN,H,LAL,W,99,90,101.8,92.5,97.3,0.521,0.254,0.567,50.0,63.6,9.3,3.1,0.479,14.7,13.5,0.437,0.42,13.2,76.5,0.182,1.5,1.0,1.48,2.73
4,2012-01-01,POR,A,LAC,L,88,93,92.3,97.5,95.4,0.282,0.192,0.502,54.8,60.6,9.4,3.9,0.449,19.3,30.2,0.231,0.52,19.7,80.5,0.2,3.0,1.0,2.32,1.64
6,2012-01-01,LAL,A,DEN,L,90,99,92.5,101.8,97.3,0.273,0.261,0.457,50.0,54.3,8.2,7.5,0.42,13.2,23.5,0.182,0.479,14.7,86.5,0.437,1.0,1.5,2.73,1.48
4,2012-01-01,NOH,A,SAC,L,80,96,88.6,106.4,90.2,0.18,0.169,0.416,59.4,66.7,4.4,3.2,0.404,16.5,43.1,0.09,0.459,9.6,76.0,0.212,1.0,0.6666666666666666,2.47,1.59
5,2012-01-01,DAL,A,MIN,L,82,99,88.0,106.2,93.2,0.273,0.312,0.475,39.3,58.6,11.8,14.3,0.422,16.5,14.0,0.221,0.482,14.3,63.0,0.2,0.25,0.3333333333333333,1.64,2.31
4,2012-01-01,CHA,A,MIA,L,90,129,87.3,125.2,103.1,0.228,0.196,0.444,46.0,57.1,8.7,4.3,0.413,13.6,20.8,0.152,0.644,13.8,85.3,0.325,0.3333333333333333,5.0,12.21,1.04
5,2012-01-01,BOS,A,WAS,W,94,86,104.2,95.3,90.2,0.311,0.162,0.559,51.3,70.3,7.8,8.1,0.534,16.0,21.6,0.203,0.423,13.7,76.7,0.256,0.6666666666666666,0.0,1.32,3.48
4,2012-01-01,MIN,H,DAL,W,99,82,106.2,88.0,93.2,0.282,0.259,0.518,60.7,41.7,7.5,5.7,0.482,14.3,37.0,0.2,0.422,16.5,86.0,0.221,0.3333333333333333,0.25,2.31,1.64
