G,Date,Team,H/A,Opp,W/L,TM,OP,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,ODRB%,OFT/FGA,W/L_Ratio,Opp_W/L_ratio,TeamsOdds,OppOdds
1,2020-12-23,DEN,H,SAC,L,122,124,111.5,113.3,99.1,0.245,0.296,0.562,46.0,59.6,5.5,15.5,0.52,12.1,21.7,0.204,0.49,10.8,66.7,0.235,0.0,1.0,1.31,3.62
1,2020-12-23,SAC,A,DEN,W,124,122,113.3,111.5,99.1,0.304,0.304,0.536,54.0,60.0,4.6,10.1,0.49,10.8,33.3,0.235,0.52,12.1,78.3,0.204,1.0,0.0,3.62,1.31
1,2020-12-23,POR,H,UTA,L,100,120,101.8,122.1,98.3,0.185,0.359,0.503,40.4,62.2,6.1,6.8,0.467,5.7,11.3,0.152,0.559,9.7,73.9,0.16,0.0,1.0,2.05,1.81
1,2020-12-23,WAS,A,PHI,L,107,113,101.2,106.9,105.7,0.271,0.318,0.562,46.0,71.8,6.6,6.8,0.535,16.6,11.9,0.188,0.517,13.8,77.8,0.264,0.0,1.0,3.47,1.33
1,2020-12-23,PHO,H,DAL,W,106,102,105.5,101.5,100.4,0.342,0.38,0.583,55.2,55.3,7.0,14.6,0.551,16.5,15.4,0.241,0.476,10.2,87.5,0.247,1.0,0.0,1.84,2.01
1,2020-12-23,IND,H,NYK,W,121,107,114.2,101.0,106.0,0.309,0.362,0.567,55.6,60.9,5.7,15.8,0.532,10.9,22.2,0.223,0.529,14.4,88.9,0.2,1.0,0.0,1.31,3.63
1,2020-12-23,PHI,H,WAS,W,113,107,106.9,101.2,105.7,0.345,0.322,0.564,54.0,53.7,10.4,13.8,0.517,13.8,22.2,0.264,0.535,16.6,88.1,0.188,1.0,0.0,1.33,3.47
1,2020-12-23,ORL,H,MIA,W,113,107,107.7,102.0,104.9,0.341,0.318,0.558,48.8,54.8,14.3,4.8,0.534,14.4,23.4,0.216,0.548,19.4,81.1,0.193,1.0,0.0,2.64,1.51
1,2020-12-23,MEM,H,SAS,L,119,131,110.5,121.6,107.7,0.189,0.284,0.578,46.7,55.1,5.6,11.4,0.568,9.7,11.1,0.116,0.558,8.5,82.2,0.263,0.0,1.0,1.77,2.09
1,2020-12-23,MIA,A,ORL,L,107,113,102.0,107.7,104.9,0.229,0.241,0.586,51.2,59.5,10.5,3.3,0.548,19.4,18.9,0.193,0.534,14.4,76.6,0.216,0.0,1.0,1.51,2.64
1,2020-12-23,NYK,A,IND,L,107,121,101.0,114.2,106.0,0.271,0.329,0.562,44.4,64.1,7.6,13.3,0.529,14.4,11.1,0.2,0.532,10.9,77.8,0.223,0.0,1.0,3.63,1.31
1,2020-12-23,MIL,A,BOS,L,121,122,121.1,122.1,99.9,0.2,0.389,0.618,58.4,41.3,4.0,9.8,0.589,14.0,28.9,0.167,0.564,5.4,80.4,0.079,0.0,1.0,1.54,2.58
1,2020-12-23,MIN,H,DET,W,111,101,112.7,102.6,98.5,0.318,0.466,0.553,52.2,65.8,6.1,8.6,0.494,9.9,24.5,0.273,0.527,11.1,83.7,0.032,1.0,0.0,1.47,2.79
1,2020-12-23,DET,A,MIN,L,101,111,102.6,112.7,98.5,0.086,0.376,0.523,47.8,64.4,5.1,4.3,0.527,11.1,16.3,0.032,0.494,9.9,75.5,0.273,0.0,1.0,2.79,1.47
1,2020-12-23,BOS,H,MIL,W,122,121,122.1,121.1,99.9,0.109,0.396,0.576,41.6,47.9,8.0,10.9,0.564,5.4,19.6,0.079,0.589,14.0,71.1,0.167,1.0,0.0,2.58,1.54
1,2020-12-23,NOP,A,TOR,W,113,99,108.6,95.2,104.0,0.25,0.525,0.636,56.3,71.4,12.5,16.3,0.644,21.3,22.2,0.125,0.506,17.5,84.1,0.101,1.0,0.0,2.41,1.6
2,2020-12-25,BOS,H,BRK,L,95,123,99.8,129.2,95.2,0.194,0.276,0.447,52.2,62.2,6.3,10.6,0.418,12.4,37.0,0.133,0.638,14.3,75.0,0.342,1.0,2.0,2.29,1.66
2,2020-12-25,MIA,H,NOP,W,111,98,114.7,101.3,96.8,0.307,0.493,0.652,46.1,76.3,11.4,4.7,0.613,16.6,11.8,0.253,0.462,17.0,73.8,0.333,1.0,1.0,1.67,2.27
2,2020-12-25,MIL,H,GSW,W,138,99,128.4,92.1,107.5,0.289,0.4,0.68,58.3,50.0,5.6,7.4,0.667,14.4,25.0,0.2,0.394,9.1,83.1,0.212,1.0,0.0,1.18,5.09
2,2020-12-25,DAL,A,LAL,L,115,138,116.3,139.5,98.9,0.313,0.386,0.609,33.8,48.8,13.1,5.8,0.572,8.7,7.7,0.241,0.665,13.6,58.5,0.187,0.0,1.0,3.19,1.38
2,2020-12-25,LAC,A,DEN,W,121,108,130.3,116.3,92.8,0.324,0.514,0.715,54.3,78.0,9.7,8.9,0.682,17.6,29.0,0.27,0.525,12.1,74.4,0.284,2.0,0.0,1.6,2.42
2,2020-12-25,NOP,A,MIA,L,98,111,101.3,114.7,96.8,0.423,0.449,0.53,53.9,58.1,8.3,5.3,0.462,17.0,26.2,0.333,0.613,16.6,88.2,0.253,1.0,1.0,2.27,1.67
2,2020-12-25,DEN,H,LAC,L,108,121,116.3,130.3,92.8,0.383,0.444,0.571,45.7,67.6,7.5,2.8,0.525,12.1,25.6,0.284,0.682,17.6,71.0,0.27,0.0,2.0,2.42,1.6
2,2020-12-25,LAL,H,DAL,W,138,115,139.5,116.3,98.9,0.264,0.429,0.679,66.3,64.7,9.1,7.8,0.665,13.6,41.5,0.187,0.572,8.7,92.3,0.241,1.0,0.0,1.38,3.19
2,2020-12-25,BRK,A,BOS,W,123,95,129.2,99.8,95.2,0.408,0.382,0.686,47.8,51.2,5.3,14.1,0.638,14.3,25.0,0.342,0.418,12.4,63.0,0.133,2.0,1.0,1.66,2.29
2,2020-12-25,GSW,A,MIL,L,99,138,92.1,128.4,107.5,0.253,0.455,0.45,41.7,41.2,4.7,11.1,0.394,9.1,16.9,0.212,0.667,14.4,75.0,0.2,0.0,1.0,5.09,1.18
2,2020-12-26,CLE,A,DET,W,128,119,105.2,97.8,100.6,0.303,0.303,0.57,47.2,60.4,10.7,7.5,0.551,13.8,13.0,0.192,0.49,16.4,81.5,0.235,2.0,0.0,1.97,1.87
2,2020-12-26,DET,H,CLE,L,119,128,97.8,105.2,100.6,0.327,0.459,0.531,52.8,60.0,7.4,7.2,0.49,16.4,18.5,0.235,0.551,13.8,87.0,0.192,0.0,2.0,1.87,1.97
2,2020-12-26,POR,H,HOU,W,128,126,119.2,117.4,97.2,0.225,0.441,0.571,51.7,57.4,9.3,9.6,0.554,10.4,25.6,0.147,0.58,13.7,77.3,0.287,1.0,0.0,1.31,3.57
2,2020-12-26,ORL,A,WAS,W,130,120,117.8,108.7,110.3,0.305,0.326,0.603,55.7,52.1,7.2,0.0,0.563,10.8,23.4,0.242,0.553,11.5,86.0,0.158,2.0,0.0,2.08,1.78
2,2020-12-26,PHO,A,SAC,L,103,106,101.6,104.6,101.3,0.133,0.449,0.497,41.7,61.0,7.9,7.9,0.474,9.6,19.6,0.102,0.483,15.2,66.7,0.267,1.0,2.0,1.63,2.33
2,2020-12-26,ATL,A,MEM,W,122,112,116.8,107.3,104.4,0.427,0.404,0.577,54.0,60.5,3.8,10.0,0.5,12.4,26.0,0.371,0.468,8.6,82.0,0.269,2.0,0.0,2.19,1.71
2,2020-12-26,MIN,A,UTA,W,116,111,113.4,108.5,102.3,0.178,0.287,0.533,41.2,46.7,8.8,8.3,0.51,7.6,24.0,0.129,0.436,14.0,59.6,0.309,2.0,1.0,4.44,1.23
1,2020-12-26,HOU,A,POR,L,126,128,117.4,119.2,97.2,0.368,0.402,0.623,48.3,60.0,4.7,8.8,0.58,13.7,22.7,0.287,0.554,10.4,74.4,0.147,0.0,1.0,3.57,1.31
2,2020-12-26,WAS,H,ORL,L,120,130,108.7,117.8,110.3,0.295,0.389,0.559,44.3,60.9,4.5,4.7,0.553,11.5,14.0,0.158,0.563,10.8,76.6,0.242,0.0,2.0,1.78,2.08
2,2020-12-26,UTA,H,MIN,L,111,116,108.5,113.4,102.3,0.394,0.362,0.503,58.8,41.7,4.9,5.6,0.436,14.0,40.4,0.309,0.51,7.6,76.0,0.129,1.0,2.0,1.23,4.44
2,2020-12-26,MEM,H,ATL,L,112,122,107.3,116.8,104.4,0.312,0.462,0.53,46.0,54.1,4.8,11.3,0.468,8.6,18.0,0.269,0.5,12.4,74.0,0.371,0.0,2.0,1.71,2.19
2,2020-12-26,IND,A,CHI,W,125,106,117.9,100.0,106.0,0.204,0.28,0.617,54.4,65.4,14.2,7.7,0.608,13.6,24.3,0.129,0.462,16.4,75.5,0.242,2.0,0.0,1.43,2.95
2,2020-12-26,SAC,H,PHO,W,106,103,104.6,101.6,101.3,0.384,0.267,0.527,58.3,51.3,3.9,16.7,0.483,15.2,33.3,0.267,0.474,9.6,80.4,0.102,2.0,1.0,2.33,1.63
2,2020-12-26,TOR,A,SAS,L,114,119,109.5,114.3,104.1,0.156,0.427,0.556,46.5,72.7,7.7,13.6,0.536,9.7,20.4,0.115,0.54,13.0,72.0,0.11,0.0,2.0,1.73,2.17
2,2020-12-26,PHI,A,NYK,W,109,89,116.0,94.8,93.9,0.25,0.352,0.558,52.2,48.8,9.6,11.1,0.528,10.9,28.6,0.182,0.434,14.7,72.9,0.205,2.0,0.0,1.27,3.94
2,2020-12-26,NYK,H,PHI,L,89,109,94.8,116.0,93.9,0.277,0.349,0.478,47.8,59.4,6.4,7.0,0.434,14.7,27.1,0.205,0.528,10.9,71.4,0.182,0.0,2.0,3.94,1.27
2,2020-12-26,SAS,H,TOR,W,119,114,114.3,109.5,104.1,0.16,0.34,0.556,53.5,76.6,3.8,5.5,0.54,13.0,28.0,0.11,0.536,9.7,79.6,0.115,2.0,0.0,2.17,1.73
1,2020-12-26,OKC,A,CHO,W,109,107,104.7,102.8,104.1,0.273,0.409,0.553,53.5,62.5,9.6,11.5,0.511,14.0,20.9,0.216,0.468,10.8,77.6,0.215,1.0,0.0,2.23,1.69
2,2020-12-26,CHO,H,OKC,L,107,109,102.8,104.7,104.1,0.344,0.344,0.5,46.5,73.0,10.6,15.4,0.468,10.8,22.4,0.215,0.511,14.0,79.1,0.216,0.0,1.0,1.69,2.23
2,2020-12-26,CHI,H,IND,L,106,125,100.0,117.9,106.0,0.275,0.429,0.52,45.6,67.6,6.6,10.4,0.462,16.4,24.5,0.242,0.608,13.6,75.7,0.129,0.0,2.0,2.95,1.43
3,2020-12-27,BOS,A,IND,L,107,108,106.6,107.6,100.3,0.304,0.291,0.597,51.9,52.5,13.0,11.3,0.563,16.7,17.1,0.228,0.551,14.5,81.0,0.125,0.5,3.0,1.7,2.23
3,2020-12-27,MIN,A,LAL,L,91,127,85.3,119.0,106.7,0.136,0.34,0.417,51.1,63.2,10.3,10.9,0.398,13.5,29.3,0.087,0.628,14.8,86.1,0.156,2.0,2.0,4.92,1.19
3,2020-12-27,SAS,A,NOP,L,95,98,94.2,97.2,100.9,0.09,0.404,0.513,45.6,68.4,5.0,14.3,0.489,14.0,8.5,0.09,0.41,7.0,76.8,0.223,2.0,2.0,2.71,1.49
3,2020-12-27,PHO,A,SAC,W,116,100,118.5,102.2,97.9,0.117,0.372,0.587,53.0,73.9,6.1,5.7,0.564,8.3,18.2,0.106,0.539,14.7,92.3,0.237,2.0,2.0,1.65,2.3
3,2020-12-27,WAS,H,ORL,L,113,120,114.1,121.2,99.0,0.134,0.33,0.55,51.1,57.4,6.1,6.7,0.526,11.2,27.7,0.113,0.488,9.0,75.6,0.435,0.0,3.0,2.07,1.79
3,2020-12-27,CHI,H,GSW,L,128,129,111.1,111.9,115.2,0.36,0.477,0.642,56.8,61.4,3.5,10.5,0.61,19.4,18.4,0.267,0.49,9.3,82.5,0.26,0.0,0.5,2.39,1.61
3,2020-12-27,ORL,A,WAS,W,120,113,121.2,114.1,99.0,0.447,0.294,0.59,48.9,51.4,6.1,4.6,0.488,9.0,24.4,0.435,0.526,11.2,72.3,0.113,3.0,0.0,1.79,2.07
3,2020-12-27,LAL,H,MIN,W,127,91,119.0,85.3,106.7,0.2,0.389,0.648,48.9,64.0,5.6,20.6,0.628,14.8,13.9,0.156,0.398,13.5,70.7,0.087,2.0,2.0,1.19,4.92
3,2020-12-27,NYK,H,MIL,W,130,110,129.4,109.5,100.5,0.318,0.318,0.671,51.1,58.7,5.0,7.0,0.635,13.4,22.9,0.259,0.468,9.3,69.1,0.221,0.5,0.5,7.74,1.1
3,2020-12-27,BRK,A,CHO,L,104,106,101.4,103.3,102.6,0.305,0.573,0.559,46.9,65.7,3.9,8.1,0.53,17.0,13.3,0.207,0.5,10.4,75.5,0.104,2.0,0.5,1.17,5.51
3,2020-12-27,MIL,A,NYK,L,110,130,109.5,129.4,100.5,0.305,0.4,0.51,48.9,58.5,7.0,8.6,0.468,9.3,30.9,0.221,0.635,13.4,77.1,0.259,0.5,0.5,1.1,7.74
3,2020-12-27,CLE,H,PHI,W,118,94,117.5,93.6,100.4,0.176,0.253,0.602,53.6,64.6,12.9,14.3,0.577,14.0,26.2,0.143,0.494,19.1,81.0,0.203,3.0,2.0,3.12,1.39
3,2020-12-27,SAC,H,PHO,L,100,116,102.2,118.5,97.9,0.329,0.303,0.575,47.0,58.3,5.1,6.8,0.539,14.7,7.7,0.237,0.564,8.3,81.8,0.106,2.0,2.0,2.3,1.65
3,2020-12-27,DAL,A,LAC,W,124,73,136.3,80.3,90.9,0.31,0.471,0.627,60.0,58.1,11.0,4.7,0.575,5.7,26.2,0.276,0.368,12.4,89.6,0.224,0.5,2.0,2.31,1.65
3,2020-12-27,CHO,H,BRK,W,106,104,103.3,101.4,102.6,0.177,0.354,0.512,53.1,81.4,7.8,8.6,0.5,10.4,24.5,0.104,0.53,17.0,86.7,0.207,0.5,2.0,5.51,1.17
3,2020-12-27,GSW,A,CHI,W,129,128,111.9,111.1,115.2,0.288,0.452,0.55,43.2,59.5,14.8,8.9,0.49,9.3,17.5,0.26,0.61,19.4,81.6,0.267,0.5,0.0,1.61,2.39
3,2020-12-27,NOP,H,SAS,W,98,95,97.2,94.2,100.9,0.309,0.255,0.459,54.4,41.7,10.9,7.5,0.41,7.0,23.2,0.223,0.489,14.0,91.5,0.09,2.0,2.0,1.49,2.71
3,2020-12-27,PHI,A,CLE,L,94,118,93.6,117.5,100.4,0.278,0.468,0.53,46.4,72.7,9.0,7.4,0.494,19.1,19.0,0.203,0.577,14.0,73.8,0.143,2.0,3.0,1.39,3.12
3,2020-12-27,IND,H,BOS,W,108,107,107.6,106.6,100.3,0.17,0.295,0.571,48.1,51.1,11.0,12.5,0.551,14.5,19.0,0.125,0.563,16.7,82.9,0.228,3.0,0.5,2.23,1.7
3,2020-12-27,LAC,H,DAL,L,73,124,80.3,136.3,90.9,0.263,0.434,0.43,40.0,50.0,2.2,4.3,0.368,12.4,10.4,0.224,0.575,5.7,73.8,0.276,2.0,0.5,1.65,2.31
4,2020-12-28,BRK,H,MEM,L,111,116,101.5,106.0,99.1,0.17,0.42,0.516,47.2,68.3,11.9,8.7,0.48,13.7,24.5,0.15,0.48,14.6,69.8,0.224,1.0,0.5,2.13,1.75
3,2020-12-28,ATL,H,DET,W,128,120,130.8,122.7,97.8,0.39,0.512,0.666,48.4,75.0,5.1,12.3,0.61,11.9,20.5,0.341,0.505,6.9,68.5,0.214,3.0,0.0,1.19,4.88
3,2020-12-28,POR,A,LAL,W,115,107,115.1,107.1,99.9,0.163,0.5,0.583,52.3,62.8,9.0,10.0,0.554,8.4,16.7,0.141,0.529,12.9,86.4,0.172,2.0,1.0,2.97,1.42
4,2020-12-28,LAL,H,POR,L,107,115,107.1,115.1,99.9,0.207,0.31,0.564,47.7,48.8,6.0,10.9,0.529,12.9,13.6,0.172,0.554,8.4,83.3,0.141,1.0,2.0,1.42,2.97
2,2020-12-28,HOU,A,DEN,L,111,124,107.0,119.5,103.8,0.267,0.453,0.577,42.2,64.1,7.7,5.4,0.547,13.5,10.9,0.198,0.609,12.2,75.0,0.207,0.0,0.5,3.14,1.38
3,2020-12-28,DET,A,ATL,L,120,128,122.7,130.8,97.8,0.245,0.418,0.553,51.6,55.8,7.2,10.0,0.505,6.9,31.5,0.214,0.61,11.9,79.5,0.341,0.0,3.0,4.88,1.19
3,2020-12-28,MEM,A,BRK,W,116,111,106.0,101.5,99.1,0.296,0.296,0.524,52.8,47.6,9.1,6.9,0.48,14.6,30.2,0.224,0.48,13.7,75.5,0.15,0.5,1.0,1.75,2.13
3,2020-12-28,UTA,A,OKC,W,110,109,110.9,109.9,99.2,0.163,0.419,0.597,53.8,55.8,9.1,12.5,0.576,14.8,21.1,0.128,0.552,13.7,83.3,0.163,2.0,1.0,1.24,4.19
3,2020-12-28,DEN,H,HOU,W,124,111,119.5,107.0,103.8,0.368,0.356,0.613,57.8,67.4,7.7,14.9,0.609,12.2,25.0,0.207,0.547,13.5,89.1,0.198,0.5,0.0,1.38,3.14
2,2020-12-28,OKC,H,UTA,L,109,110,109.9,110.9,99.2,0.221,0.442,0.578,46.3,52.5,9.1,10.0,0.552,13.7,16.7,0.163,0.576,14.8,78.9,0.128,1.0,2.0,4.19,1.24
4,2020-12-29,MIL,A,MIA,W,144,97,139.3,93.8,103.4,0.163,0.554,0.73,60.0,62.7,13.5,4.8,0.712,14.7,27.0,0.141,0.538,19.5,92.1,0.152,1.0,0.5,1.42,2.99
4,2020-12-29,PHO,H,NOP,W,111,86,122.8,95.1,90.4,0.226,0.56,0.601,51.2,64.9,7.7,7.5,0.554,9.8,26.1,0.214,0.5,15.9,81.6,0.117,3.0,1.0,1.78,2.1
4,2020-12-29,WAS,H,CHI,L,107,115,101.3,108.9,105.6,0.31,0.44,0.561,56.0,67.6,5.7,11.8,0.5,16.6,20.0,0.274,0.523,12.2,88.6,0.276,0.0,0.3333333333333333,1.4,3.08
4,2020-12-29,DEN,A,SAC,L,115,125,116.1,126.2,99.1,0.247,0.346,0.64,51.3,61.4,7.1,8.2,0.611,17.5,21.9,0.198,0.574,8.8,72.7,0.181,0.3333333333333333,3.0,1.94,1.9
4,2020-12-29,NYK,A,CLE,W,95,86,99.3,89.9,95.6,0.266,0.316,0.538,56.1,67.6,9.4,10.7,0.519,22.1,32.6,0.165,0.403,11.7,74.5,0.17,1.0,3.0,2.33,1.64
4,2020-12-29,CHI,A,WAS,W,115,107,108.9,101.3,105.6,0.368,0.414,0.569,44.0,68.4,6.6,2.1,0.523,12.2,11.4,0.276,0.5,16.6,80.0,0.274,0.3333333333333333,0.0,3.08,1.4
4,2020-12-29,ORL,A,OKC,W,118,107,115.1,104.4,102.5,0.167,0.229,0.573,49.5,53.1,11.7,3.8,0.547,9.6,24.5,0.135,0.557,17.3,77.3,0.115,4.0,0.5,1.38,3.15
4,2020-12-29,DET,H,GSW,L,106,116,103.8,113.6,102.2,0.315,0.38,0.506,52.9,60.0,7.8,14.0,0.451,12.5,30.8,0.25,0.592,17.1,87.9,0.342,0.0,1.0,2.5,1.57
4,2020-12-29,GSW,A,DET,W,116,106,113.6,103.8,102.2,0.474,0.434,0.632,47.1,55.3,7.8,14.0,0.592,17.1,12.1,0.342,0.451,12.5,69.2,0.25,1.0,0.0,1.57,2.5
4,2020-12-29,SAC,H,DEN,W,125,115,126.2,116.1,99.1,0.234,0.351,0.603,48.7,71.7,9.1,3.8,0.574,8.8,27.3,0.181,0.611,17.5,78.1,0.198,3.0,0.3333333333333333,1.9,1.94
4,2020-12-29,MIN,A,LAC,L,101,124,103.0,126.4,98.1,0.191,0.427,0.523,45.9,59.5,7.1,10.5,0.489,12.7,22.0,0.157,0.625,12.0,80.0,0.159,1.0,3.0,5.39,1.17
4,2020-12-29,IND,H,BOS,L,111,116,113.0,118.1,98.3,0.19,0.393,0.61,45.6,62.8,9.2,8.6,0.583,13.3,11.4,0.155,0.556,12.7,72.7,0.338,3.0,1.0,1.84,2.01
4,2020-12-29,PHI,H,TOR,W,100,93,96.3,89.6,103.8,0.393,0.369,0.508,53.5,65.6,9.6,22.2,0.429,15.4,19.6,0.333,0.45,16.5,81.8,0.133,3.0,0.0,1.84,2.01
4,2020-12-29,BOS,A,IND,W,116,111,118.1,113.0,98.3,0.463,0.275,0.602,54.4,52.5,10.2,5.9,0.556,12.7,27.3,0.338,0.583,13.3,88.6,0.155,1.0,3.0,2.01,1.84
4,2020-12-29,CLE,H,NYK,L,86,95,89.9,99.3,95.6,0.25,0.364,0.44,43.9,68.8,13.6,18.5,0.403,11.7,25.5,0.17,0.519,22.1,67.4,0.165,3.0,1.0,1.64,2.33
3,2020-12-29,TOR,A,PHI,L,93,100,89.6,96.3,103.8,0.156,0.5,0.484,46.5,65.6,11.6,13.2,0.45,16.5,18.2,0.133,0.429,15.4,80.4,0.333,0.0,3.0,2.01,1.84
3,2020-12-29,MIA,H,MIL,L,97,144,93.8,139.3,103.4,0.228,0.468,0.558,40.0,62.2,8.7,14.6,0.538,19.5,7.9,0.152,0.712,14.7,73.0,0.141,0.5,1.0,2.99,1.42
4,2020-12-29,NOP,A,PHO,L,86,111,95.1,122.8,90.4,0.234,0.312,0.506,48.8,48.6,8.8,8.1,0.5,15.9,18.4,0.117,0.554,9.8,73.9,0.214,1.0,3.0,2.1,1.78
4,2020-12-29,LAC,H,MIN,W,124,101,126.4,103.0,98.1,0.182,0.352,0.652,54.1,68.1,6.1,19.6,0.625,12.0,20.0,0.159,0.489,12.7,78.0,0.157,3.0,1.0,1.17,5.39
3,2020-12-29,OKC,H,ORL,L,107,118,104.4,115.1,102.5,0.218,0.391,0.561,50.5,46.5,2.9,9.5,0.557,17.3,22.7,0.115,0.547,9.6,75.5,0.135,0.5,4.0,3.15,1.38
5,2020-12-30,BOS,H,MEM,W,126,107,120.2,102.1,104.8,0.154,0.429,0.648,47.7,55.1,16.2,18.3,0.626,14.1,23.8,0.132,0.478,17.5,69.6,0.194,1.5,0.3333333333333333,1.33,3.46
5,2020-12-30,LAL,A,SAS,W,121,107,121.7,107.6,99.4,0.244,0.317,0.666,54.7,54.3,4.0,4.8,0.646,15.8,17.9,0.183,0.517,9.3,85.1,0.195,1.5,1.0,1.33,3.5
4,2020-12-30,POR,A,LAC,L,105,128,103.6,126.3,101.3,0.447,0.5,0.577,46.6,43.8,4.9,7.0,0.5,15.7,12.2,0.382,0.589,8.7,76.6,0.168,1.0,4.0,2.95,1.43
4,2020-12-30,MIA,H,MIL,W,119,108,115.2,104.6,103.3,0.354,0.476,0.628,52.5,62.5,4.8,8.2,0.579,18.8,24.4,0.293,0.471,10.8,72.4,0.118,1.0,0.6666666666666666,3.17,1.38
4,2020-12-30,MEM,A,BOS,L,107,126,102.1,120.2,104.8,0.269,0.355,0.514,52.3,65.0,7.6,5.8,0.478,17.5,30.4,0.194,0.626,14.1,76.2,0.132,0.3333333333333333,1.5,3.46,1.33
4,2020-12-30,SAS,H,LAL,L,107,121,107.6,121.7,99.4,0.264,0.276,0.551,45.3,62.5,8.0,7.1,0.517,9.3,14.9,0.195,0.646,15.8,82.1,0.183,1.0,1.5,3.5,1.33
5,2020-12-30,LAC,H,POR,W,128,105,126.3,103.6,101.3,0.232,0.4,0.611,53.4,63.8,12.8,15.8,0.589,8.7,23.4,0.168,0.5,15.7,87.8,0.382,4.0,1.0,1.43,2.95
5,2020-12-30,BRK,H,ATL,W,145,141,136.2,132.5,106.4,0.23,0.41,0.658,42.6,55.6,5.6,5.7,0.635,6.8,19.6,0.18,0.566,9.5,64.6,0.293,1.5,3.0,1.43,2.95
5,2020-12-30,MIL,A,MIA,L,108,119,104.6,115.2,103.3,0.127,0.402,0.501,47.5,65.0,13.6,14.0,0.471,10.8,27.6,0.118,0.579,18.8,75.6,0.293,0.6666666666666666,1.0,1.38,3.17
4,2020-12-30,ATL,A,BRK,L,141,145,132.5,136.2,106.4,0.354,0.465,0.616,57.4,57.4,4.7,3.4,0.566,9.5,35.4,0.293,0.635,6.8,80.4,0.18,3.0,1.5,2.95,1.43
4,2020-12-30,CHO,A,DAL,W,118,99,117.2,98.4,100.6,0.25,0.405,0.633,56.2,69.8,6.0,13.3,0.601,19.8,31.6,0.202,0.46,12.1,74.5,0.218,1.0,0.3333333333333333,3.9,1.27
4,2020-12-30,DAL,H,CHO,L,99,118,98.4,117.2,100.6,0.379,0.483,0.488,43.8,70.6,9.9,12.0,0.46,12.1,25.5,0.218,0.601,19.8,68.4,0.202,0.3333333333333333,1.0,1.27,3.9
